name,stationID,聚类簇号,站点类型,日均总客流,周末比,早高峰进站占比,晚高峰进站占比,早高峰出站占比
Jiangpu Park,1241,3,通勤居住站,51379.93965517241,0.6091587550663581,0.13888011157222518,0.06677806021928462,0.08325974493744238
Ningguo Road,1242,3,通勤居住站,67161.64463601532,0.6417391973387796,0.11575630671930871,0.08018160080859388,0.09960415306521013
Longchang Road,1243,3,通勤居住站,60349.43965517242,0.6282192085412642,0.13248869422954718,0.0751859537666501,0.09541511696761591
Aiguo Road,1244,3,通勤居住站,38319.154214559385,0.7481530976919336,0.16177633020007517,0.05078970532814258,0.06298289436627783
Fuxing Island,1245,1,郊区低频站点,4854.111111111111,0.6499357957549664,0.07881053180258446,0.0890600963677149,0.08692932606119559
Donglu Road,1246,2,休闲商圈站,39594.38122605364,0.6502171650708439,0.20683981937970033,0.02525331045609413,0.045286190240706806
North Yanggao Road,1248,2,休闲商圈站,32572.50478927203,0.7119117119653261,0.1834374086520636,0.03983936499341396,0.052409623190447556
Jinjing Road,1249,2,休闲商圈站,37614.971264367814,0.6687008058709669,0.16788889861808393,0.054253831539616194,0.06207379428558762
Shenjiang Road,1250,2,休闲商圈站,19523.058429118773,0.5428060924802287,0.11446222700753221,0.09756364228405982,0.10366018151760624
Jinyun Road,1321,0,就业办公站,113657.64272030653,0.6807927901313136,0.19673907656433237,0.031425553330874385,0.047682165420644324
West Jinshajiang Road,1322,2,休闲商圈站,24767.504789272032,0.5557826098362297,0.14742439348618974,0.07251626074157577,0.10689123106868541
Fengzhuang,1323,3,通勤居住站,50965.1245210728,0.6596295312028227,0.1827509474074403,0.040991301021441294,0.06548668150819706
South Qilianshan Road,1324,3,通勤居住站,63913.85823754789,0.6169228936526912,0.16052516087111843,0.06183302840488871,0.0858038236696623
Zhenbei Road,1325,0,就业办公站,82015.19636015326,0.5459478026938215,0.0733113132024739,0.12515692232360567,0.14981892672620417
Daduhe Road,1326,0,就业办公站,76156.03735632185,0.47151129411790826,0.09531854018375925,0.11500155747339262,0.14825219064875758
Wuning Road,1329,3,通勤居住站,56526.931992337166,0.5871459292452854,0.08463802727997885,0.10348815097133088,0.11923112763420604
Jiangning Road,1331,3,通勤居住站,60783.622605363984,0.5675034707926292,0.0778873995474662,0.12042582187308583,0.1325782161126239
Shanghai Natural History Museum,1333,2,休闲商圈站,29118.938697318008,0.8081998544407354,0.04621715863214782,0.12213073526859504,0.13769724729072946
World Expo Museum,1338,2,休闲商圈站,28835.84961685824,0.542905080512916,0.061744720407435436,0.1358960717030203,0.15062842515412997
Expo Avenue,1339,1,郊区低频站点,16480.895593869733,0.629507554276653,0.07699225643475803,0.131036380591484,0.14117029941389353
Middle Huaxia Road,1622,1,郊区低频站点,5818.450191570881,0.47932751973098453,0.058292464149639046,0.15892773241063826,0.13989104139720865
East Zhoupu,1624,3,通勤居住站,49631.3132183908,0.7382234103108488,0.15180251593820285,0.049845153559566036,0.06505238197705124
Hesha Hangcheng,1625,3,通勤居住站,50748.32183908046,0.6771136547263292,0.2126035126238589,0.020562440445514064,0.031450485596668944
Hangtou East,1626,1,郊区低频站点,13445.119731800765,0.6958834243816062,0.1995388459186705,0.026940207547807918,0.04287081230705079
Xinchang,1627,3,通勤居住站,39980.35153256705,0.837272160486067,0.15799936023395728,0.03764545329915368,0.049411193689853014
Shanghai Wild Animal Park,1628,2,休闲商圈站,27713.055555555555,0.9401014320273183,0.1436446973288881,0.037027553869654034,0.0680127495916876
Huinan,1629,3,通勤居住站,67980.90229885057,0.8665439101888401,0.13746512318194562,0.03397811834424106,0.0459131503439488
Huinan East,1630,1,郊区低频站点,8047.722222222223,0.6762595755513898,0.16777248377894288,0.016876374478451132,0.043196224480076935
Shuyuan,1631,2,休闲商圈站,17228.3275862069,0.9820534554850586,0.12911930642229247,0.03161488965568749,0.05061799504334577
Lingang Avenue,1632,1,郊区低频站点,11795.667624521073,1.153858437329908,0.07901795114758288,0.04602021478204357,0.0581240787534018
Dishui Lake,1633,2,休闲商圈站,21579.622605363984,1.181740726709571,0.06743996734885038,0.0497623913525129,0.0850011453266403
Zhongtan Road,2001,0,就业办公站,74439.76149425286,0.689457318779956,0.1610936395043723,0.05163949115492263,0.06957548149492897
South Xizang Road,2002,0,就业办公站,103844.6398467433,0.6274328749901,0.08553119891455782,0.07961866166981708,0.09954376873443777
Zhaojiabang Road,2003,0,就业办公站,100251.33333333334,0.4972643862417794,0.05642794905087968,0.1151698589150086,0.13964155738551673
Jufeng Road,2004,3,通勤居住站,56202.22701149425,0.6298385059172386,0.18554711086780878,0.04614254950235136,0.05924107115310195
Hongkou Football Stadium,2005,4,综合枢纽站,188953.5344827586,0.9077729968244705,0.0851401616133396,0.08812050565766708,0.09285332251000518
Dong'an Road,2006,0,就业办公站,94526.91666666667,0.5581359890109889,0.07510993174460018,0.06983541711931343,0.1026058903809172
Damuqiao Road,2007,3,通勤居住站,62325.65900383142,0.6531082699228444,0.10918647807724298,0.08026628004997172,0.09541595328820311
Laoximen,2008,0,就业办公站,92614.94731800766,0.7289363564058439,0.08131539496103754,0.0955720801203852,0.114031634465465
Jinshajiang Road,2009,4,综合枢纽站,169088.20306513412,0.917677605401824,0.09625276069359853,0.08368499899548461,0.08923955490684463
Century Avenue,2010,4,综合枢纽站,197492.32279693487,0.5557005531775856,0.08141037707385088,0.1163560785712359,0.11793347161265753
Xinzhuang,2011,4,综合枢纽站,242811.5603448276,0.7056247305264484,0.1517265743905154,0.05210709509080107,0.06735817722554252
Longhua,2012,0,就业办公站,86301.95593869733,0.6176659150292017,0.11249068478145392,0.07489118525828128,0.36388392731725183
Hongqiao Terminal 2,2013,0,就业办公站,81702.6245210728,0.775125155135429,0.10717206320318381,0.07166264472664585,0.1120377928544717
Hongqiao Railway Station,2014,4,综合枢纽站,301201.34386973176,1.098045664392708,0.06731532898140326,0.08477904774036663,0.08690269296195362
Lancun Road,2015,0,就业办公站,104968.46360153257,0.49592560638134475,0.09275605842264058,0.11741837562734064,0.13564480064857395
Yaohua Road,2016,0,就业办公站,99973.10823754789,0.9127722484278978,0.13814793907037642,0.05869908692194935,0.07179899582192113
Changshu Road,2017,0,就业办公站,114053.7816091954,0.5449323939815595,0.04994825243882914,0.11543079521799945,0.1286205599357814
Siping Road,2018,3,通勤居住站,64375.324712643676,0.6962044130090973,0.11730859870686434,0.0805905694201017,0.10612302858178185
East Nanjing Road,2019,4,综合枢纽站,361011.0028735632,0.9296088242370208,0.03629610534102178,0.11569230746771028,0.11466869167570551
Changshou Road,2020,0,就业办公站,126310.42241379312,0.6454917238061283,0.06919010000243234,0.10973919687081664,0.12588791838855223
Qufu Road,2021,0,就业办公站,90789.41475095785,0.9477297468399171,0.060077439719807765,0.0998426934329196,0.10564496344954387
Jinhai Road,2022,3,通勤居住站,57728.375478927206,0.7490480251753417,0.12036205951027407,0.08220695737715554,0.08970866760516666
West Gaoke Road,2023,3,通勤居住站,41951.668582375474,0.5867908838602428,0.14221999746677552,0.07226454848356537,0.09613083412712421
Zhenping Road,2024,0,就业办公站,119504.20689655171,0.6579030708198601,0.12816913234668045,0.07589113920255434,0.09164207695554649
Xujiahui,2025,4,综合枢纽站,373731.6819923372,0.8395886798800866,0.047030878413803934,0.1151359287185462,0.12251950369792697
Tiantong Road,2026,0,就业办公站,77164.67432950191,0.8347831687720688,0.04300913019942075,0.1257989648194888,0.14248187855155112
Shanghai South Railway Station,2027,4,综合枢纽站,255471.25862068965,0.9282291592743694,0.13903911192763602,0.05592365441841468,0.07325654040083039
South Huangpi Road,2028,4,综合枢纽站,163792.12452107278,0.7201007385533049,0.040456481146841826,0.12885173990870646,0.13305274623089827
Shanghai Indoor Stadium,2029,0,就业办公站,139576.47988505746,0.8236098773738127,0.06895622496546817,0.10937373418112734,0.10592312441310626
Baoshan Road,2030,3,通勤居住站,50017.958812260535,0.7530315213495619,0.0888667260874,0.08334792675280796,0.09489387377411357
Madang Road,2031,0,就业办公站,78026.74425287356,0.6096453496933214,0.0887151463334619,0.10574104274562751,0.11510943736410287
Dalian Road,2032,0,就业办公站,91964.2346743295,0.5160220845995449,0.088387636132785,0.10969488668575818,0.1331174549347223
Jiashan Road,2033,0,就业办公站,92732.27681992337,0.6493614592211563,0.08033150222940873,0.10329492954620147,0.11679321349702154
Shanghai Railway Station,2034,4,综合枢纽站,386900.75478927203,0.8784692520730277,0.08120501643197606,0.08864495288878324,0.15392535300246413
People's Square,2035,4,综合枢纽站,581432.6245210727,1.0152055720915452,0.0315444649511516,0.12070047852076823,0.10689067386356957
Lujiabang Road,2036,0,就业办公站,116836.84099616858,0.7023611383724858,0.08663017434108042,0.08313744885671619,0.10070188688492707
Jiaotong University,2037,0,就业办公站,97886.78639846743,0.7165262960223222,0.07656218868925038,0.10985769473525935,0.12402613468146302
Caobao Road,2038,0,就业办公站,121737.39655172414,0.6655768731767536,0.10167844363246391,0.08966324699083081,0.10557643028907113
Hanzhong Road,2039,0,就业办公站,113320.12835249043,0.3966542643671224,0.054478492403859366,0.14306497118705427,0.16013806386498525
Oriental Sports Center,2040,2,休闲商圈站,22316.194444444445,0.8065404715004003,0.11521306035446674,0.0866586734971796,0.09098951804819895
West Nanjing Road,2041,4,综合枢纽站,384331.14559386973,0.6161425544094434,0.04385709309189606,0.13284964991680945,0.19146520229324007
Luoshan Road,2042,1,郊区低频站点,17535.969348659004,0.5551475897340757,0.09872258676849824,0.11832339177274971,0.12148129924565687
Zhongshan Park,2043,4,综合枢纽站,321592.8477011494,0.8578951242581985,0.073802078259563,0.0992331130241322,0.1015145739907859
Hongqiao Road,2044,0,就业办公站,111690.34961685824,0.5355371718205423,0.08126176471111791,0.11292666572176788,0.12520758636026982
Longhua Middle Road,2045,0,就业办公站,75740.01245210727,0.596233475877371,0.06463123841085464,0.1311064820294261,0.14911366236634885
West Yan'an Road,2046,0,就业办公站,96553.54501915709,0.5413338335234276,0.07226993058202855,0.128323171027489,0.1414006794353908
Hailun Road,2047,0,就业办公站,92254.60344827587,0.6140437472864323,0.0904498211869564,0.10718739045899213,0.12061301235572752
Longcao Road,2048,0,就业办公站,115441.65421455938,0.6095158413819083,0.13814934001840362,0.07493488475925515,0.09580900338375123
Pudian Road,2049,0,就业办公站,142108.683908046,0.2889304314927387,0.044913033733734974,0.1704911234960793,0.18588164198101678
Jing'an Temple,2050,4,综合枢纽站,353249.9913793104,0.6811268707290794,0.041823673359755995,0.12726005926322556,0.1297171378063329
Yishan Road,2051,4,综合枢纽站,187626.68199233717,0.5853392159521166,0.056874462590058864,0.13425948919799324,0.14239533246209307
Longyang Road,2052,4,综合枢纽站,176998.61398467433,0.7607261370421039,0.12076059294779504,0.08380942670645483,0.07719029286998935
Xintiandi,2053,0,就业办公站,91487.54980842912,0.8515188995154838,0.05454827133862213,0.11093557182661398,0.11412773330356875
Jiangsu Road,2054,4,综合枢纽站,171622.0622605364,0.5169620744904275,0.07472710863773556,0.12328914289908387,0.13045650103177517
Caoyang Road,2055,4,综合枢纽站,155058.316091954,0.6025183872836999,0.09797707754166594,0.09380136403997467,0.1135300534518361
South Shaanxi Road,2056,4,综合枢纽站,260283.01245210727,0.809575035913079,0.0460796167683271,0.11086284491528496,0.11321207676686856
Longde Road,2057,3,通勤居住站,58211.91475095786,0.5954031474153746,0.10615931840864298,0.09693780309828524,0.12025378685635936
