datetime,真实客流,普通ARIMA预测,季节SARIMA预测,上周同时刻基线
2017-08-27 21:00,316,1261.0426208717101,249.33196614415573,254
2017-08-27 22:00,63,1261.042620871714,70.19186922268477,65
2017-08-28 06:00,2125,1261.0426208717163,1602.514037196677,1977
2017-08-28 07:00,6865,1261.0426208717176,4797.920675570946,4443
2017-08-28 08:00,6795,1261.0426208717183,5090.177956567818,8807
2017-08-28 09:00,1942,1261.0426208717188,1772.8254219689222,1981
2017-08-28 10:00,932,1261.042620871719,980.2228087069115,937
2017-08-28 11:00,750,1261.042620871719,809.1392028652164,814
2017-08-28 12:00,796,1261.0426208717192,862.2402160806471,790
2017-08-28 13:00,649,1261.0426208717192,732.9155903047096,661
2017-08-28 14:00,506,1261.0426208717192,641.4550314274425,498
2017-08-28 15:00,586,1261.0426208717192,667.9301384315422,586
2017-08-28 16:00,935,1261.0426208717192,861.788157727657,917
2017-08-28 17:00,1129,1261.0426208717192,955.2379793648314,1107
2017-08-28 18:00,929,1261.0426208717192,728.191491617343,825
2017-08-28 19:00,544,1261.0426208717192,492.8851610576372,467
2017-08-28 20:00,353,1261.0426208717192,381.7941170715979,350
2017-08-28 21:00,238,1261.0426208717192,248.72487481098244,232
2017-08-28 22:00,77,1261.0426208717192,70.33573400326601,82
2017-08-29 06:00,1933,1261.0426208717192,1602.7650905930475,1998
2017-08-29 07:00,6632,1261.0426208717192,4793.603686794061,6712
2017-08-29 08:00,6662,1261.0426208717192,5086.230547195169,6736
2017-08-29 09:00,1967,1261.0426208717192,1772.118141076474,2087
2017-08-29 10:00,918,1261.0426208717192,980.1298280317335,901
2017-08-29 11:00,729,1261.0426208717192,809.2498118548494,792
2017-08-29 12:00,779,1261.0426208717192,862.457695373413,824
2017-08-29 13:00,681,1261.0426208717192,733.0355142321557,700
2017-08-29 14:00,545,1261.0426208717192,641.6912504092282,532
2017-08-29 15:00,615,1261.0426208717192,668.1232011791141,602
2017-08-29 16:00,845,1261.0426208717192,861.926009502764,844
2017-08-29 17:00,1016,1261.0426208717192,954.8442775698417,1099
2017-08-29 18:00,695,1261.0426208717192,728.0823123622305,765
2017-08-29 19:00,425,1261.0426208717192,492.87180410432,459
2017-08-29 20:00,329,1261.0426208717192,381.8301392008027,357
2017-08-29 21:00,194,1261.0426208717192,248.5779172484516,245
2017-08-29 22:00,50,1261.0426208717192,70.37055910508018,73
2017-08-30 06:00,1883,1261.0426208717192,1602.825862660082,1838
2017-08-30 07:00,6433,1261.0426208717192,4792.55868069126,6668
2017-08-30 08:00,6868,1261.0426208717192,5085.275004547765,6673
2017-08-30 09:00,2127,1261.0426208717192,1771.9469307983838,2089
2017-08-30 10:00,974,1261.0426208717192,980.1073203584396,968
2017-08-30 11:00,807,1261.0426208717192,809.2765867841266,849
2017-08-30 12:00,944,1261.0426208717192,862.5103402145093,798
2017-08-30 13:00,731,1261.0426208717192,733.0645440125259,702
2017-08-30 14:00,558,1261.0426208717192,641.7484315348512,544
2017-08-30 15:00,645,1261.0426208717192,668.1699355488016,623
2017-08-30 16:00,850,1261.0426208717192,861.9593790466091,821
2017-08-30 17:00,1078,1261.0426208717192,954.7489748484978,1050
2017-08-30 18:00,682,1261.0426208717192,728.0558835263478,820
2017-08-30 19:00,480,1261.0426208717192,492.8685708094349,453
2017-08-30 20:00,371,1261.0426208717192,381.83885901611853,399
2017-08-30 21:00,226,1261.0426208717192,248.54234348219123,239
2017-08-30 22:00,62,1261.0426208717192,70.37898915801924,83
2017-08-31 06:00,2010,1261.0426208717192,1602.8405736505927,1857
2017-08-31 07:00,6670,1261.0426208717192,4792.305717848099,6636
2017-08-31 08:00,6678,1261.0426208717192,5085.043697970512,6636
2017-08-31 09:00,2083,1261.0426208717192,1771.9054862186747,2050
2017-08-31 10:00,1051,1261.0426208717192,980.1018719643928,1017
2017-08-31 11:00,845,1261.0426208717192,809.2830681455438,767
2017-08-31 12:00,908,1261.0426208717192,862.5230838613126,779
2017-08-31 13:00,692,1261.0426208717192,733.0715712018973,687
2017-08-31 14:00,606,1261.0426208717192,641.762273272305,551
2017-08-31 15:00,694,1261.0426208717192,668.181248457882,594
2017-08-31 16:00,915,1261.0426208717192,861.9674567551157,809
2017-08-31 17:00,1045,1261.0426208717192,954.725905081453,1106
2017-08-31 18:00,706,1261.0426208717192,728.0494859431677,770
2017-08-31 19:00,459,1261.0426208717192,492.86778813126233,498
2017-08-31 20:00,343,1261.0426208717192,381.84096980692465,368
2017-08-31 21:00,212,1261.0426208717192,248.53373220132787,305
2017-08-31 22:00,39,1261.0426208717192,70.38102980654152,57
